text,category,sentiment,priority,tamil,tanglish,translation_status,model
I still haven't received my card in the mail,card_arrival,Neutral,Low,எனது அட்டை இன்னும் தபாலில் எனக்குக் கிடைக்கவில்லை,Enoda card inum post-la enaku kidaikala,completed,gemini-3.5-flash
I'm still waiting for my card that was issued a week ago. What should I do?,card_arrival,Neutral,Low,ஒரு வாரத்திற்கு முன்பு வழங்கப்பட்ட எனது அட்டைக்காக நான் இன்னும் காத்துக்கொண்டிருக்கிறேன். நான் என்ன செய்ய வேண்டும்?,Oru vaarathuku munnadi valangapatta enoda card-kaga naan inum wait pannitiruken. Naan enna pannanum?,completed,gemini-3.5-flash
I still haven't gotten my new card.  When will it get here?,card_arrival,Neutral,Low,எனக்கு இன்னும் எனது புதிய அட்டை கிடைக்கவில்லை. அது எப்போது இங்கு வந்து சேரும்?,Enaku inum enoda pudhu card kidaikala. Adhu epo inga vandhu serum?,completed,gemini-3.5-flash
Do you have a tracking number for the card I was sent?,card_arrival,Neutral,Low,எனக்கு அனுப்பப்பட்ட அட்டைக்கான கண்காணிப்பு இலக்கம் உங்களிடம் உள்ளதா?,Enaku anupapatta card-kaga tracking number ungakita iruka?,completed,gemini-3.5-flash
How do I track the card you sent to me?,card_arrival,Neutral,Low,நீங்கள் எனக்கு அனுப்பிய அட்டையை நான் எவ்வாறு கண்காணிப்பது?,Neenga enaku anupina card-a naan epadi track panradhu?,completed,gemini-3.5-flash
Is my new bank card on the way and is there a way to track it?,card_arrival,Neutral,Low,எனது புதிய வங்கி அட்டை வந்துகொண்டிருக்கிறதா மற்றும் அதைக் கண்காணிப்பதற்கு ஏதேனும் வழி இருக்கிறதா?,"Enoda pudhiya bank card vandhutiruka, adha track panna edhavadhu vazhi iruka?",completed,gemini-3.5-flash
Could you send me and up date on the arrival of my card?,card_arrival,Neutral,Low,எனது அட்டை வந்து சேருவது பற்றிய புதிய தகவலை எனக்கு அனுப்ப முடியுமா?,Enoda card vandhu seruvathu patriya pudhiya thagavala enaku anupa mudiyuma?,completed,gemini-3.5-flash
How long does it take to recieve my new card?,card_arrival,Neutral,Low,எனது புதிய அட்டையைப் பெறுவதற்கு எவ்வளவு காலம் எடுக்கும்?,Enoda pudhiya card-a vanga evlo kaalam edukum?,completed,gemini-3.5-flash
My card has not come in the mail yet.,card_arrival,Neutral,Low,எனது அட்டை இன்னும் தபாலில் வரவில்லை.,Enoda card inum post-la varala.,completed,gemini-3.5-flash
What's the card you sent me's tracking number?,card_arrival,Neutral,Low,நீங்கள் எனக்கு அனுப்பிய அட்டையின் ட்ராக்கிங் இலக்கம் என்ன?,Neenga enakku anuppina card oda tracking number enna?,completed,gemini-3.5-flash
i havent got my card,card_arrival,Neutral,Low,எனக்கு இன்னும் என் அட்டை கிடைக்கவில்லை.,Enakku innum en card kidaikkala.,completed,gemini-3.5-flash
Why hasn't my card arrived yet?,card_arrival,Neutral,Low,ஏன் என் அட்டை இன்னும் வந்து சேரவில்லை?,Yen en card innum vandhu serala?,completed,gemini-3.5-flash
I thought I would have received my new card at this point.,card_arrival,Neutral,Low,இந்நேரத்திற்கு எனக்கு புதிய அட்டை கிடைத்திருக்கும் என்று நினைத்தேன்.,Innerathukku enakku pudhiya card kidaichirukkum nu nenachen.,completed,gemini-3.5-flash
How long until my new card gets here?,card_arrival,Neutral,Low,எனது புதிய அட்டை இங்கு வந்து சேர இன்னும் எவ்வளவு காலம் எடுக்கும்?,Enoda pudhiya card inga vandhu sera innum evvalavu kaalam edukkum?,completed,gemini-3.5-flash
How much longer until I get my new card?,card_arrival,Neutral,Low,எனது புதிய அட்டை கிடைக்க இன்னும் எவ்வளவு நேரம் ஆகும்?,Enoda pudhiya card kidaikka innum evvalavu neram aagum?,completed,gemini-3.5-flash
Am I able to track a card that has already been sent?,card_arrival,Positive,Low,ஏற்கனவே அனுப்பப்பட்ட அட்டையை என்னால் ட்ராக் செய்ய முடியுமா?,Yaarkave anuppappatta card-ai ennala track seyya mudiyuma?,completed,gemini-3.5-flash
Is it possible to track the card you sent me?,card_arrival,Neutral,Low,நீங்கள் எனக்கு அனுப்பிய அட்டையை ட்ராக் செய்ய முடியுமா?,Neenga enakku anuppina card-ai track seyya mudiyuma?,completed,gemini-3.5-flash
How long will it be to get this new card?,card_arrival,Neutral,Low,இந்த புதிய அட்டையைப் பெற எவ்வளவு காலம் ஆகும்?,Indha pudhiya card-ai pera evvalavu kaalam aagum?,completed,gemini-3.5-flash
how can i track card you sent,card_arrival,Neutral,Low,நீங்கள் அனுப்பிய அட்டையை நான் எவ்வாறு ட்ராக் செய்வது?,Neenga anuppina card-ai naan eppadi track seivadhu?,completed,gemini-3.5-flash
Can the card was sen to me be tracked?,card_arrival,Neutral,Low,எனக்கு அனுப்பப்பட்ட அட்டையை ட்ராக் செய்ய முடியுமா?,Enakku anuppappatta card-ai track seyya mudiyuma?,completed,gemini-3.5-flash
why have i not got my new card?,card_arrival,Neutral,Low,எனக்கு ஏன் இன்னும் புதிய அட்டை கிடைக்கவில்லை?,Enakku yen innum pudhiya card kidaikkala?,completed,gemini-3.5-flash
I need to track the card sent to me.,card_arrival,Neutral,Low,எனக்கு அனுப்பப்பட்ட அட்டையை நான் ட்ராக் செய்ய வேண்டும்.,Enakku anuppappatta card-ai naan track seyya vendum.,completed,gemini-3.5-flash
"It's been two weeks and I haven't gotten my card, what do I do?",card_arrival,Neutral,Low,"இரண்டு வாரங்கள் ஆகிவிட்டன, இன்னும் எனக்கு அட்டை கிடைக்கவில்லை, நான் என்ன செய்வது?","Rendu vaaram aayittu, innum enakku card kidaikkala, naan enna seivadhu?",completed,gemini-3.5-flash
I was expecting my new card by now.,card_arrival,Neutral,Low,இந்நேரத்திற்கு எனது புதிய அட்டையை நான் எதிர்பார்த்தேன்.,Innerathukku enoda pudhiya card-ai naan edhirpaathen.,completed,gemini-3.5-flash
